日付,🔖性別,年齢,🔖好きな季節,🔖居住タイプ,🔖教育レベル,🔖好みのアクティビティ,未使用,カウント,山までの距離(マイル),ビーチまでの距離(マイル),旅行頻度,年収($),休暇予算($),🔖ペット,🔖環境への懸念
2024-09-01,1,24,summer,urban,master,sunbathing,,,8,262,8,76795,3750,0,1
2024-09-01,0,66,winter,suburban,high school,swimming,,,29,48,9,63092,1185,1,0
2024-09-01,2,33,spring,rural,high school,skiing,,,206,92,9,48901,1372,1,0
2024-09-01,2,34,summer,rural,master,hiking,,,122,3,9,26694,3379,1,1
2024-09-01,0,37,spring,rural,master,hiking,,,286,147,2,87466,4779,1,0
2024-09-01,2,40,spring,suburban,master,hiking,,,161,26,1,63871,734,0,0
2024-09-01,1,51,summer,suburban,high school,hiking,,,296,236,8,29370,4869,0,1
2024-09-01,1,28,summer,rural,doctorate,sunbathing,,,186,45,3,81719,533,0,0
2024-09-01,1,51,winter,suburban,doctorate,skiing,,,274,262,8,38212,4070,0,1
2024-09-01,0,50,winter,rural,doctorate,hiking,,,274,243,3,51552,4064,1,0
2024-09-01,2,43,spring,rural,high school,hiking,,,34,299,3,94527,2059,0,1
2024-09-01,1,19,summer,suburban,bachelor,skiing,,,221,156,6,71764,669,1,1
2024-09-01,2,40,summer,rural,bachelor,hiking,,,259,139,6,86688,3615,1,0
2024-09-01,2,58,winter,rural,doctorate,hiking,,,136,187,3,112268,2659,1,0
2024-09-01,2,39,summer,suburban,doctorate,hiking,,,10,181,2,74940,2582,1,0
2024-09-01,1,51,spring,suburban,master,sunbathing,,,138,69,9,118821,2483,0,0
2024-09-01,2,32,winter,urban,high school,skiing,,,82,287,2,91864,1988,0,0
2024-09-01,1,27,summer,urban,bachelor,skiing,,,17,299,1,34942,1377,1,1
2024-09-01,1,32,summer,urban,doctorate,sunbathing,,,82,279,8,99885,1489,1,0
2024-09-01,1,59,fall,rural,master,swimming,,,155,195,2,42596,1868,1,1
2024-09-01,0,46,summer,rural,doctorate,sunbathing,,,181,252,8,31965,2424,0,1
2024-09-01,2,40,winter,suburban,doctorate,swimming,,,178,46,3,62581,4467,0,0
2024-09-01,0,34,summer,urban,bachelor,hiking,,,270,196,0,74834,2535,1,0
2024-09-01,0,26,summer,rural,master,sunbathing,,,158,136,4,77868,1953,1,1
2024-09-01,0,67,summer,urban,master,swimming,,,163,105,3,97565,1402,1,0
2024-09-01,0,53,summer,rural,doctorate,hiking,,,236,156,1,73579,4604,0,1
2024-09-01,1,26,summer,suburban,high school,hiking,,,192,212,8,70792,2468,0,1
2024-09-01,1,33,fall,rural,doctorate,hiking,,,59,123,4,90275,2278,1,1
2024-09-01,2,53,winter,suburban,high school,hiking,,,270,225,8,78405,4091,1,1
2024-09-01,2,65,fall,urban,bachelor,hiking,,,38,214,6,66589,4585,1,1
2024-09-01,1,68,winter,suburban,bachelor,skiing,,,150,182,3,42147,2004,1,0
2024-09-01,2,50,spring,suburban,high school,sunbathing,,,295,80,5,75965,2504,0,0
2024-09-01,2,48,spring,urban,bachelor,hiking,,,271,220,8,43616,4868,1,1
2024-09-01,0,23,fall,urban,bachelor,hiking,,,118,118,2,27868,4229,0,0
2024-09-01,0,27,spring,urban,doctorate,hiking,,,230,241,3,44990,4531,0,1
2024-09-01,0,33,fall,rural,high school,skiing,,,216,94,6,72208,3201,0,0
2024-09-01,0,21,spring,rural,high school,hiking,,,51,124,0,20433,2609,0,1
2024-09-01,0,39,winter,rural,high school,swimming,,,145,215,4,47926,2492,0,1
2024-09-01,1,30,summer,urban,master,hiking,,,197,192,6,49645,3517,0,1
2024-09-01,0,33,summer,urban,high school,skiing,,,288,126,4,116464,4239,0,0
2024-09-01,0,69,spring,suburban,master,swimming,,,17,112,5,103771,4502,1,0
2024-09-01,1,46,spring,urban,doctorate,swimming,,,182,191,6,83927,3362,0,0
2024-09-01,0,23,winter,suburban,high school,skiing,,,299,182,4,35459,3004,1,0
2024-09-01,2,43,winter,rural,high school,hiking,,,123,274,8,111734,1568,1,1
2024-09-01,1,28,summer,rural,bachelor,skiing,,,96,238,9,20289,4387,0,0
2024-09-01,2,41,fall,urban,master,hiking,,,254,52,2,35854,4813,0,0
2024-09-01,2,46,summer,suburban,high school,swimming,,,64,143,1,93445,703,1,0
2024-09-01,1,20,spring,suburban,doctorate,swimming,,,33,94,3,33992,2669,0,1
2024-09-01,1,69,summer,rural,bachelor,sunbathing,,,108,1,2,106012,1472,0,0
2024-09-01,0,27,spring,suburban,doctorate,swimming,,,140,98,1,100085,4460,1,0
2024-09-01,1,18,winter,suburban,bachelor,sunbathing,,,202,88,6,26953,3791,0,0
2024-09-01,1,69,winter,rural,doctorate,sunbathing,,,208,284,4,37217,3020,1,1
2024-09-01,0,60,spring,rural,bachelor,skiing,,,130,59,7,47283,2780,1,0
2024-09-01,0,43,spring,suburban,doctorate,sunbathing,,,30,133,1,29381,1253,0,1
2024-09-01,1,29,spring,rural,doctorate,skiing,,,14,136,7,40260,2380,0,0
2024-09-01,0,31,winter,rural,doctorate,swimming,,,24,240,7,46404,2413,0,1
2024-09-01,0,42,spring,urban,master,sunbathing,,,39,208,6,114579,1602,1,0
2024-09-01,0,25,summer,rural,master,hiking,,,17,53,0,75307,3238,0,1
2024-09-01,2,60,spring,rural,master,sunbathing,,,247,99,1,78331,4411,1,1
2024-09-01,0,21,fall,urban,bachelor,sunbathing,,,103,173,9,31655,2268,0,1
2024-09-01,2,45,spring,rural,high school,swimming,,,65,117,7,60412,2764,1,1
2024-09-01,1,24,fall,suburban,bachelor,hiking,,,185,30,3,44468,4068,0,1
2024-09-01,2,27,spring,suburban,master,skiing,,,30,203,0,27087,3302,1,1
2024-09-01,2,68,summer,urban,master,hiking,,,243,249,1,76943,3687,1,0
2024-09-01,2,53,winter,rural,high school,sunbathing,,,80,44,9,110686,2810,0,1
2024-09-01,2,19,summer,urban,doctorate,skiing,,,84,240,9,97522,2053,1,1
2024-09-01,2,43,spring,rural,bachelor,sunbathing,,,120,65,5,49576,4525,1,1
2024-09-01,2,67,winter,urban,high school,skiing,,,56,21,9,71030,4151,1,1
2024-09-01,1,31,spring,rural,bachelor,sunbathing,,,251,134,6,109402,4386,1,1
2024-09-01,1,33,summer,suburban,master,sunbathing,,,269,142,9,104022,2299,0,0
2024-09-01,1,60,winter,rural,bachelor,swimming,,,265,114,3,93180,2663,0,1
2024-09-01,2,59,fall,urban,doctorate,swimming,,,40,251,3,77541,842,0,1
2024-09-01,0,34,summer,rural,master,hiking,,,257,107,7,90961,3192,1,1
2024-09-01,2,63,fall,rural,bachelor,sunbathing,,,42,37,1,77276,4477,0,0
2024-09-01,1,39,winter,suburban,master,sunbathing,,,91,277,8,112356,3989,1,0
2024-09-01,2,21,winter,urban,bachelor,skiing,,,242,277,9,58189,4736,1,0
2024-09-01,1,36,spring,suburban,doctorate,swimming,,,197,18,0,49649,3009,1,1
2024-09-01,0,19,fall,rural,master,sunbathing,,,121,59,3,83010,758,0,1
2024-09-01,0,56,fall,rural,doctorate,sunbathing,,,167,7,2,44774,1028,0,1
2024-09-01,1,26,spring,suburban,bachelor,skiing,,,268,282,3,27977,4983,1,0
2024-09-01,1,36,spring,rural,master,skiing,,,32,193,1,93652,4033,1,0
2024-09-01,2,33,winter,urban,bachelor,skiing,,,38,162,3,102092,3050,0,1
2024-09-01,2,42,winter,suburban,bachelor,swimming,,,206,141,8,51029,1590,0,0
2024-09-01,2,65,spring,suburban,master,swimming,,,26,219,4,78047,2393,0,0
2024-09-01,0,35,fall,suburban,bachelor,swimming,,,295,172,6,85994,1142,1,1
2024-09-01,0,40,fall,urban,master,swimming,,,214,6,2,62920,4564,1,0
2024-09-01,0,38,fall,suburban,master,hiking,,,252,239,1,86314,4847,0,0
2024-09-01,2,28,fall,rural,doctorate,hiking,,,91,105,4,66718,2045,0,1
2024-09-01,1,56,fall,urban,doctorate,hiking,,,143,77,5,68748,4274,1,1
2024-09-01,1,58,summer,rural,high school,skiing,,,141,81,2,47483,4900,1,0
2024-09-01,2,21,spring,suburban,bachelor,sunbathing,,,108,266,9,119095,3754,1,1
2024-09-01,2,42,spring,rural,bachelor,skiing,,,85,222,8,85530,1962,1,0
2024-09-01,1,49,winter,urban,master,hiking,,,40,278,1,63831,3545,0,0
2024-09-01,1,47,fall,suburban,doctorate,hiking,,,117,123,0,41882,730,1,1
2024-09-01,0,62,summer,urban,bachelor,swimming,,,188,226,0,71481,4664,0,1
2024-09-01,2,43,summer,urban,bachelor,swimming,,,155,101,5,102583,4081,1,0
2024-09-01,0,53,spring,urban,bachelor,skiing,,,251,138,8,35531,4600,0,1
2024-09-01,0,68,fall,rural,bachelor,hiking,,,232,237,3,83129,1524,0,0
2024-09-01,1,51,summer,suburban,master,hiking,,,145,111,2,28011,4746,0,1
2024-09-01,2,26,spring,suburban,master,swimming,,,102,12,6,101592,3495,1,1
2024-09-01,1,29,spring,suburban,master,sunbathing,,,82,149,0,36358,2606,0,0
2024-09-01,0,19,summer,rural,high school,hiking,,,203,75,2,29963,1529,1,0
2024-09-01,2,55,spring,rural,high school,hiking,,,187,205,8,113200,2350,1,1
2024-09-01,0,22,summer,urban,high school,sunbathing,,,7,71,2,114927,1376,0,0
2024-09-01,0,22,summer,suburban,high school,hiking,,,39,97,1,33278,1532,0,1
2024-09-01,1,69,fall,suburban,doctorate,hiking,,,268,65,2,65663,1024,0,1
2024-09-01,2,39,spring,urban,high school,hiking,,,45,204,4,70800,2720,1,1
2024-09-01,2,22,summer,rural,master,swimming,,,218,68,9,82601,4959,0,1
2024-09-01,2,21,fall,urban,high school,sunbathing,,,99,286,8,81935,2951,0,1
2024-09-01,2,26,spring,rural,high school,sunbathing,,,123,63,7,35292,946,0,0
2024-09-01,0,46,spring,suburban,bachelor,sunbathing,,,252,88,8,95149,596,0,1
2024-09-01,1,39,winter,suburban,high school,swimming,,,216,13,7,91539,3955,0,1
2024-09-01,2,44,fall,rural,master,hiking,,,146,4,6,111310,1619,0,0
2024-09-01,0,27,winter,suburban,high school,swimming,,,244,71,9,63657,1165,0,1
2024-09-01,1,33,summer,urban,bachelor,hiking,,,79,105,8,94550,3253,0,0
2024-09-01,1,59,fall,rural,master,hiking,,,19,120,4,69371,1054,0,0
2024-09-01,1,59,summer,suburban,doctorate,swimming,,,149,174,1,107191,2553,0,1
2024-09-01,2,68,fall,suburban,master,sunbathing,,,75,106,8,63645,4836,0,1
2024-09-01,0,27,spring,suburban,bachelor,swimming,,,58,61,3,20757,3588,0,1
2024-09-01,1,23,fall,urban,master,hiking,,,120,116,8,62535,3552,1,1
2024-09-01,1,66,spring,suburban,master,hiking,,,144,272,7,110302,2315,0,1
2024-09-01,1,22,summer,suburban,master,swimming,,,67,160,3,86878,3607,1,1
2024-09-01,0,23,summer,suburban,bachelor,skiing,,,43,141,5,57736,2445,1,1
2024-09-01,0,64,winter,suburban,high school,hiking,,,236,106,3,84264,2419,0,1
2024-09-01,2,42,summer,urban,doctorate,skiing,,,285,73,8,118990,3641,1,0
2024-09-01,2,68,summer,rural,bachelor,swimming,,,149,101,6,52940,3417,1,0
2024-09-01,0,67,spring,urban,master,hiking,,,26,291,8,71432,4630,0,0
2024-09-01,2,21,fall,suburban,bachelor,sunbathing,,,55,269,9,92611,2587,1,1
2024-09-01,0,57,summer,urban,bachelor,hiking,,,289,109,1,31912,3937,1,0
2024-09-01,2,65,fall,suburban,high school,skiing,,,104,217,9,84744,3778,0,0
2024-09-01,2,49,summer,suburban,bachelor,skiing,,,33,204,4,28942,925,0,1
2024-09-01,0,68,summer,rural,high school,skiing,,,158,52,2,69802,926,1,1
2024-09-01,1,69,fall,suburban,high school,sunbathing,,,31,145,8,69236,4842,1,1
2024-09-01,1,52,spring,suburban,master,hiking,,,188,175,4,32311,3462,0,0
2024-09-01,2,27,fall,urban,high school,hiking,,,219,290,8,84256,4296,0,1
2024-09-01,1,51,fall,rural,bachelor,sunbathing,,,279,296,6,91394,3349,0,0
2024-09-01,1,53,fall,urban,doctorate,sunbathing,,,63,139,5,99330,3510,0,1
2024-09-01,2,23,spring,suburban,bachelor,sunbathing,,,13,197,0,26460,2897,0,0
2024-09-01,1,60,spring,rural,high school,swimming,,,102,47,8,84340,747,0,0
2024-09-01,0,63,spring,suburban,high school,hiking,,,43,170,3,90894,1004,0,0
2024-09-01,0,33,spring,rural,bachelor,hiking,,,90,67,6,109028,3699,0,0
2024-09-01,1,36,summer,suburban,bachelor,swimming,,,106,247,2,24884,4490,1,1
2024-09-01,0,51,winter,suburban,master,swimming,,,134,138,1,81152,3708,1,0
2024-09-01,0,42,summer,urban,doctorate,skiing,,,46,182,1,44121,3878,0,1
2024-09-01,1,48,summer,suburban,high school,sunbathing,,,31,205,5,55783,1419,0,1
2024-09-01,0,66,winter,rural,doctorate,sunbathing,,,168,152,5,90876,591,1,0
2024-09-01,2,58,summer,urban,doctorate,swimming,,,198,167,0,24340,1122,0,0
2024-09-01,2,34,spring,suburban,high school,hiking,,,26,15,4,112550,1462,1,0
2024-09-01,2,64,fall,suburban,master,hiking,,,147,90,3,102304,4961,0,1
2024-09-01,1,47,fall,suburban,master,swimming,,,174,25,3,69604,2199,0,1
2024-09-01,0,56,winter,urban,master,skiing,,,186,196,7,23519,3065,0,1
2024-09-01,1,48,spring,urban,high school,hiking,,,93,88,5,49179,593,1,0
2024-09-01,1,36,summer,rural,high school,skiing,,,207,134,3,92921,2899,0,1
2024-09-01,0,52,summer,urban,bachelor,swimming,,,254,21,4,90859,3436,0,1
2024-09-01,0,46,fall,urban,high school,hiking,,,83,218,5,43418,924,1,0
2024-09-01,0,18,winter,urban,master,sunbathing,,,195,72,9,33940,732,0,0
2024-09-01,1,21,winter,rural,bachelor,swimming,,,67,86,2,34395,3760,1,0
2024-09-01,1,45,spring,rural,high school,sunbathing,,,97,197,1,86032,1907,1,0
2024-09-01,2,35,fall,urban,high school,swimming,,,297,279,4,62494,4502,1,0
2024-09-01,1,43,summer,urban,doctorate,hiking,,,262,234,8,44829,3892,0,0
2024-09-01,0,57,spring,suburban,bachelor,sunbathing,,,21,232,8,76225,1296,1,0
2024-09-01,1,36,summer,rural,doctorate,skiing,,,69,8,9,113525,1028,1,0
2024-09-01,2,23,winter,suburban,doctorate,skiing,,,239,292,8,78225,4955,0,1
2024-09-01,0,18,spring,rural,doctorate,hiking,,,27,173,7,49704,817,1,0
2024-09-01,2,25,summer,suburban,bachelor,skiing,,,48,272,4,27752,1775,0,0
2024-09-01,1,50,fall,urban,master,skiing,,,41,283,0,27039,4364,0,1
2024-09-01,1,68,spring,rural,high school,hiking,,,267,26,6,110540,1824,1,0
2024-09-01,2,60,fall,urban,master,skiing,,,171,275,3,75824,556,0,1
2024-09-01,2,38,winter,suburban,doctorate,skiing,,,129,101,0,100390,3913,1,1
2024-09-01,0,41,winter,suburban,doctorate,skiing,,,41,220,4,79494,4062,1,1
2024-09-01,0,42,summer,suburban,high school,sunbathing,,,225,55,5,27649,532,0,0
2024-09-01,2,64,fall,urban,high school,sunbathing,,,193,80,5,21935,4514,0,1
2024-09-01,0,60,summer,urban,bachelor,sunbathing,,,15,6,7,57304,4872,1,0
2024-09-01,2,36,summer,suburban,high school,skiing,,,0,233,4,94587,2243,0,1
2024-09-01,2,46,winter,rural,doctorate,sunbathing,,,155,83,7,42808,4799,1,0
2024-09-01,1,27,summer,suburban,high school,skiing,,,288,80,4,58677,540,0,1
2024-09-01,2,29,winter,suburban,master,swimming,,,128,195,9,102358,3207,1,1
2024-09-01,0,50,winter,rural,doctorate,swimming,,,255,128,6,99649,1617,0,0
2024-09-01,2,24,summer,suburban,high school,swimming,,,31,13,9,68014,4634,0,0
2024-09-01,1,34,fall,suburban,doctorate,swimming,,,114,48,0,89391,3586,0,1
2024-09-01,0,27,spring,rural,doctorate,sunbathing,,,161,282,5,104239,602,1,1
2024-09-01,2,48,fall,rural,doctorate,swimming,,,273,88,2,38725,805,0,0
2024-09-01,1,23,winter,suburban,bachelor,skiing,,,116,15,1,38773,3165,1,1
2024-09-01,0,34,fall,suburban,master,sunbathing,,,148,154,3,52604,2104,1,0
2024-09-01,1,67,summer,suburban,high school,swimming,,,0,102,2,66506,2459,1,0
2024-09-01,1,54,winter,rural,high school,hiking,,,177,82,3,100471,2582,1,1
2024-09-01,0,35,winter,urban,doctorate,hiking,,,108,223,9,64904,1826,0,0
2024-09-01,1,43,fall,suburban,high school,hiking,,,13,83,8,37878,4857,0,1
2024-09-01,1,66,fall,urban,doctorate,swimming,,,227,279,5,60120,4654,1,1
2024-09-01,1,33,spring,rural,master,hiking,,,20,181,5,27205,946,1,0
2024-09-01,0,25,summer,suburban,doctorate,sunbathing,,,97,297,1,22070,3192,0,1
2024-09-01,1,41,spring,suburban,master,sunbathing,,,164,165,9,119289,3960,1,1
2024-09-01,2,30,fall,urban,bachelor,swimming,,,75,259,1,70211,645,0,0
2024-09-01,1,46,spring,rural,doctorate,skiing,,,92,193,3,94161,1077,0,1
2024-09-01,2,49,winter,urban,high school,swimming,,,63,51,8,112769,4581,0,0
2024-09-01,1,41,summer,suburban,bachelor,skiing,,,5,100,9,35244,1675,0,1
2024-09-01,2,33,winter,suburban,high school,swimming,,,181,145,3,111752,4786,1,0
2024-09-01,0,28,summer,rural,high school,swimming,,,173,270,7,116249,2697,1,0
2024-09-01,1,49,spring,suburban,high school,swimming,,,209,215,0,58253,2283,0,1
2024-09-01,2,23,winter,rural,high school,sunbathing,,,270,196,5,29091,2807,0,0
2024-09-01,0,52,summer,rural,high school,sunbathing,,,243,149,2,109716,693,1,1
2024-09-01,1,50,winter,rural,bachelor,skiing,,,283,82,5,64835,2667,1,0
2024-09-01,1,35,winter,urban,master,hiking,,,262,178,2,79838,1910,1,0
2024-09-01,1,54,spring,suburban,doctorate,hiking,,,241,182,8,54515,4149,0,1
2024-09-01,0,30,spring,urban,bachelor,hiking,,,268,133,3,68604,3414,1,0
2024-09-01,0,27,spring,rural,bachelor,swimming,,,229,255,4,65949,2205,0,0
2024-09-01,2,54,spring,urban,bachelor,skiing,,,45,259,8,34645,925,0,1
2024-09-01,1,43,summer,suburban,bachelor,skiing,,,135,255,3,81518,3010,1,1
2024-09-01,2,63,winter,suburban,doctorate,swimming,,,210,122,4,74732,4357,1,1
2024-09-01,2,34,spring,rural,high school,sunbathing,,,275,260,3,56923,1094,1,1
2024-09-01,2,18,winter,rural,master,swimming,,,43,182,8,88237,4884,1,0
2024-09-01,2,42,fall,urban,high school,sunbathing,,,50,236,4,47195,2783,0,1
2024-09-01,2,51,winter,urban,high school,skiing,,,124,195,6,101211,4569,1,1
2024-09-01,1,56,fall,urban,doctorate,skiing,,,71,7,3,74805,3845,1,0
2024-09-01,0,27,summer,urban,master,sunbathing,,,94,157,6,47072,2036,1,0
2024-09-01,2,37,fall,urban,high school,swimming,,,276,46,5,21600,2474,1,0
2024-09-01,0,24,spring,rural,bachelor,skiing,,,152,164,8,23998,4158,1,1
2024-09-01,2,33,winter,urban,high school,hiking,,,205,175,7,74134,3313,1,0
2024-09-01,1,54,spring,suburban,bachelor,hiking,,,90,229,6,33280,974,0,0
2024-09-01,2,46,fall,suburban,master,hiking,,,22,18,3,107744,3722,1,0
2024-09-01,2,29,fall,suburban,bachelor,sunbathing,,,23,221,3,96901,4801,1,0
2024-09-01,2,34,summer,urban,high school,hiking,,,232,283,1,100102,2868,0,0
2024-09-01,1,65,winter,urban,doctorate,sunbathing,,,211,222,7,89013,1026,0,1
2024-09-01,2,37,spring,rural,high school,hiking,,,184,164,1,37532,1261,0,0
2024-09-01,1,43,spring,suburban,bachelor,skiing,,,49,170,3,60406,1742,0,0
2024-09-01,0,65,fall,suburban,master,sunbathing,,,153,131,0,23009,860,0,0
2024-09-01,0,36,spring,urban,doctorate,swimming,,,145,109,2,101406,4192,0,0
2024-09-01,0,64,spring,suburban,high school,sunbathing,,,16,254,3,92136,1603,0,1
2024-09-01,1,29,fall,rural,master,swimming,,,176,256,2,38435,1701,1,1
2024-09-01,2,38,winter,rural,high school,skiing,,,286,207,3,20216,2222,1,1
2024-09-01,0,59,fall,urban,doctorate,hiking,,,81,226,0,99054,4883,1,1
2024-09-01,0,51,winter,rural,high school,skiing,,,85,92,1,28663,4090,1,0
2024-09-01,2,24,winter,urban,master,hiking,,,137,287,9,68743,4479,0,1
2024-09-01,0,62,winter,urban,doctorate,sunbathing,,,68,210,5,56295,4070,0,0
2024-09-01,0,52,winter,urban,master,sunbathing,,,290,37,2,44218,657,0,0
2024-09-01,2,32,spring,urban,master,swimming,,,43,140,1,91386,1288,1,0
2024-09-01,1,18,fall,rural,doctorate,swimming,,,0,235,8,87500,4029,0,1
2024-09-01,1,43,fall,suburban,doctorate,sunbathing,,,227,101,6,76674,1983,1,0
2024-09-01,0,52,winter,suburban,doctorate,sunbathing,,,78,0,2,43228,1832,1,0
2024-09-01,0,42,spring,rural,doctorate,skiing,,,25,101,0,92037,4623,1,1
2024-09-01,1,59,winter,suburban,doctorate,skiing,,,153,47,1,82685,4550,1,0
2024-09-01,0,32,summer,rural,high school,sunbathing,,,180,256,7,100550,4710,0,0
2024-09-01,1,39,spring,urban,high school,sunbathing,,,96,216,5,55164,3820,1,0
2024-09-01,0,23,fall,suburban,high school,sunbathing,,,287,185,8,25885,1924,1,0
2024-09-01,0,69,fall,rural,bachelor,sunbathing,,,182,94,8,55076,3938,1,1
2024-09-01,1,32,spring,suburban,high school,hiking,,,68,199,9,24433,3030,1,0
2024-09-01,2,41,fall,suburban,bachelor,hiking,,,74,171,5,106478,1621,0,0
2024-09-01,0,38,summer,rural,high school,hiking,,,197,151,3,60758,4432,0,0
2024-09-01,0,24,summer,urban,bachelor,sunbathing,,,121,178,0,95514,1598,0,1
2024-09-01,2,46,fall,suburban,high school,sunbathing,,,245,240,6,119073,2079,1,1
2024-09-01,0,49,fall,urban,bachelor,hiking,,,54,163,6,31516,1017,1,1
2024-09-01,2,49,spring,rural,bachelor,swimming,,,215,288,1,90744,2037,0,0
2024-09-01,2,22,spring,urban,doctorate,swimming,,,186,196,4,28633,739,1,0
2024-09-01,1,21,fall,rural,doctorate,swimming,,,25,211,4,72501,1165,0,0
2024-09-01,2,39,fall,urban,high school,sunbathing,,,118,111,5,51945,1833,0,1
2024-09-01,1,35,winter,urban,master,skiing,,,298,203,2,42972,3398,1,1
2024-09-01,1,52,fall,suburban,high school,skiing,,,203,271,2,41987,1048,1,0
2024-09-01,1,34,winter,rural,master,sunbathing,,,84,92,7,34539,1096,0,0
2024-09-01,0,67,summer,rural,master,swimming,,,91,183,2,51252,3369,1,1
2024-09-01,0,67,summer,rural,bachelor,swimming,,,130,266,0,29230,3947,0,1
2024-09-01,2,41,fall,urban,master,swimming,,,250,115,2,75818,1912,1,0
2024-09-01,1,19,spring,rural,doctorate,sunbathing,,,274,268,9,41574,2527,1,0
2024-09-01,0,30,winter,urban,high school,swimming,,,26,62,0,72695,2009,0,1
2024-09-01,0,32,fall,suburban,bachelor,swimming,,,86,139,5,102302,4112,1,0
2024-09-01,2,22,fall,urban,bachelor,hiking,,,264,293,6,117693,544,0,0
2024-09-01,0,20,fall,suburban,doctorate,sunbathing,,,268,183,9,27565,2169,0,0
2024-09-01,0,54,summer,suburban,bachelor,skiing,,,173,241,6,36621,782,0,0
2024-09-01,0,54,spring,suburban,high school,hiking,,,142,169,7,42902,4552,1,1
2024-09-01,0,54,spring,suburban,high school,skiing,,,98,175,7,20837,4576,0,1
2024-09-01,0,20,spring,suburban,doctorate,hiking,,,211,261,1,81361,2600,0,0
2024-09-01,0,52,winter,rural,doctorate,skiing,,,130,7,2,40525,1651,1,0
2024-09-01,2,69,spring,rural,bachelor,hiking,,,49,241,0,20071,1442,0,0
2024-09-01,1,40,fall,suburban,master,swimming,,,0,259,0,98627,1677,1,1
2024-09-01,0,45,summer,urban,master,sunbathing,,,231,243,3,29156,1435,1,0
2024-09-01,1,47,winter,rural,master,sunbathing,,,109,186,6,77932,2071,0,0
2024-09-01,2,35,spring,urban,doctorate,sunbathing,,,239,287,4,107701,1099,1,1
2024-09-01,2,69,spring,rural,bachelor,swimming,,,183,1,5,35857,2506,1,0
2024-09-01,1,53,spring,rural,high school,swimming,,,10,179,8,93253,3675,0,1
2024-09-01,1,50,winter,suburban,high school,swimming,,,75,145,5,114169,3090,1,1
2024-09-01,2,43,fall,rural,doctorate,hiking,,,34,240,4,85035,2696,1,0
2024-09-01,0,65,spring,urban,master,swimming,,,166,31,3,100941,4766,1,1
2024-09-01,1,57,summer,suburban,master,hiking,,,262,181,4,64879,1645,1,0
2024-09-01,1,34,summer,urban,master,hiking,,,180,55,3,99428,4194,0,0
2024-09-01,0,57,fall,suburban,master,swimming,,,74,63,5,91623,1536,1,1
2024-09-01,1,24,spring,suburban,doctorate,skiing,,,77,186,5,50278,1610,1,1
2024-09-01,0,25,spring,suburban,high school,swimming,,,143,274,2,91416,4637,1,0
2024-09-01,2,48,winter,urban,high school,sunbathing,,,281,104,8,34554,3932,1,1
2024-09-01,1,29,spring,rural,high school,sunbathing,,,123,50,9,84793,1998,1,1
2024-09-01,0,65,fall,urban,doctorate,sunbathing,,,105,236,6,26220,2445,0,1
2024-09-01,0,48,winter,rural,bachelor,sunbathing,,,132,26,7,99074,3959,1,1
